ID,FileName,Title,StudyYear,SpecialtyId,DepartmentId,StudyFormId,StudyLevelId,StudyPeriod
6274,01 03 02_23_308.plx,01.03.02 Прикладная математика и информатика,2023-2024,364,14,1,2,4
6689,01.03.02_20_338.plx,01.03.02 Прикладная математика и информатика,2023-2024,364,14,1,2,4
6690,01.03.02_21_338.plx,01.03.02 Прикладная математика и информатика,2023-2024,364,14,1,2,4
6792,01.03.02_22_338.plx,01.03.02 Прикладная математика и информатика,2023-2024,364,14,1,2,4
6779,01.03.02_23_305.plx,01.03.02 Прикладная математика и информатика,2023-2024,364,5,1,2,4
6780,01.03.02_23_308.plx,01.03.02 Прикладная математика и информатика,2023-2024,364,14,1,2,4
6781,01.03.02_23_338.plx,01.03.02 Прикладная математика и информатика,2023-2024,364,14,1,2,4
6801,01.04.02_22_565.plx,01.04.02 Прикладная математика и информатика,2023-2024,401,5,1,3,2
6802,01.04.02_22_567с.plx,01.04.02 Прикладная математика и информатика,2023-2024,401,6,1,3,2
6803,01.04.02_22_567с1.plx,01.04.02 Прикладная математика и информатика,2023-2024,401,6,1,3,2
6824,01.04.02_23_565.plx,01.04.02 Прикладная математика и информатика,2023-2024,401,5,1,3,2
6825,01.04.02_23_567с.plx,01.04.02 Прикладная математика и информатика,2023-2024,401,6,1,3,2
6826,01.04.02_23_567с1.plx,01.04.02 Прикладная математика и информатика,2023-2024,401,6,1,3,2
5637,04.03.02_22_350.plx,"04.03.02 Химия, физика и механика материалов",2023-2024,1804,31,1,2,4
5638,04.04.02_22_209.plx,"04.04.02 Химия, физика и механика материалов",2023-2024,1803,31,1,3,2
6709,09.03.01_19_930.plx,09.03.01 Информатика и вычислительная техника,2023-2024,1742,6,3,2,5
6710,09.03.01_19_984.plx,09.03.01 Информатика и вычислительная техника,2023-2024,1750,6,2,2,5
6691,09.03.01_20_331.plx,09.03.01 Информатика и вычислительная техника,2023-2024,352,24,1,2,4
6692,09.03.01_20_335.plx,09.03.01 Информатика и вычислительная техника,2023-2024,352,6,1,2,4
6711,09.03.01_20_930.plx,09.03.01 Информатика и вычислительная техника,2023-2024,1742,6,3,2,5
6712,09.03.01_20_984.plx,09.03.01 Информатика и вычислительная техника,2023-2024,1750,6,2,2,5
6693,09.03.01_21_330.plx,09.03.01 Информатика и вычислительная техника,2023-2024,352,24,1,2,4
6694,09.03.01_21_334.plx,09.03.01 Информатика и вычислительная техника,2023-2024,352,6,1,2,4
6713,09.03.01_21_930.plx,09.03.01 Информатика и вычислительная техника,2023-2024,1742,6,3,2,5
6714,09.03.01_21_984.plx,09.03.01 Информатика и вычислительная техника,2023-2024,1750,6,2,2,5
6793,09.03.01_22_330.plx,09.03.01 Информатика и вычислительная техника,2023-2024,352,24,1,2,4
6794,09.03.01_22_334.plx,09.03.01 Информатика и вычислительная техника,2023-2024,352,6,1,2,4
6847,09.03.01_22_930.plx,09.03.01 Информатика и вычислительная техника,2023-2024,1742,6,3,2,5
6854,09.03.01_22_984.plx,09.03.01 Информатика и вычислительная техника,2023-2024,1750,6,2,2,4
6782,09.03.01_23_330.plx,09.03.01 Информатика и вычислительная техника,2023-2024,352,24,1,2,4
6783,09.03.01_23_334.plx,09.03.01 Информатика и вычислительная техника,2023-2024,352,6,1,2,4
6852,09.03.01_23_984.plx,09.03.01 Информатика и вычислительная техника,2023-2024,1750,6,2,2,5
6715,09.03.02_19_939.plx,09.03.02 Информационные системы и технологии,2023-2024,1743,2,3,2,5
6695,09.03.02_20_333.plx,09.03.02 Информационные системы и технологии,2023-2024,359,2,1,2,4
6696,09.03.02_20_337.plx,09.03.02 Информационные системы и технологии,2023-2024,359,1,1,2,4
6716,09.03.02_20_939.plx,09.03.02 Информационные системы и технологии,2023-2024,1743,2,3,2,5
6697,09.03.02_21_333.plx,09.03.02 Информационные системы и технологии,2023-2024,359,2,1,2,4
6698,09.03.02_21_337.plx,09.03.02 Информационные системы и технологии,2023-2024,359,1,1,2,4
6717,09.03.02_21_939.plx,09.03.02 Информационные системы и технологии,2023-2024,1743,2,3,2,5
6795,09.03.02_22_333.plx,09.03.02 Информационные системы и технологии,2023-2024,359,2,1,2,4
6796,09.03.02_22_337.plx,09.03.02 Информационные системы и технологии,2023-2024,359,1,1,2,4
6848,09.03.02_22_939.plx,09.03.02 Информационные системы и технологии,2023-2024,1743,2,3,2,5
6784,09.03.02_23_333.plx,09.03.02 Информационные системы и технологии,2023-2024,359,2,1,2,4
6785,09.03.02_23_337.plx,09.03.02 Информационные системы и технологии,2023-2024,359,1,1,2,4
6699,09.03.04_20_332.plx,09.03.04 Программная инженерия,2023-2024,362,14,1,2,4
6700,09.03.04_21_332.plx,09.03.04 Программная инженерия,2023-2024,362,14,1,2,4
6797,09.03.04_22_332.plx,09.03.04 Программная инженерия,2023-2024,362,14,1,2,4
6786,09.03.04_23_332.plx,09.03.04 Программная инженерия,2023-2024,362,14,1,2,4
6804,09.04.01_22_500.plx,"09.04.01 Информатика и вычислительная техника
(Computer Systems Engineering and Informatics)",2023-2024,389,2,1,3,2
6805,09.04.01_22_571с.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,2,1,3,2
6806,09.04.01_22_571с1.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,2,1,3,2
6807,09.04.01_22_572.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,24,1,3,2
6808,09.04.01_22_574.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,24,1,3,2
6809,09.04.01_22_575с.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,6,1,3,2
6810,09.04.01_22_575с1.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,6,1,3,2
6811,09.04.01_22_577.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,6,1,3,2
6812,09.04.01_22_579.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,6,1,3,2
6492,09.04.01_23_278.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,6,1,3,2
6827,09.04.01_23_571с.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,2,1,3,2
6828,09.04.01_23_571с1.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,2,1,3,2
6829,09.04.01_23_572.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,24,1,3,2
6830,09.04.01_23_574.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,24,1,3,2
6831,09.04.01_23_575.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,6,1,3,2
6834,09.04.01_23_577.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,6,1,3,2
6835,09.04.01_23_579.plx,09.04.01 Информатика и вычислительная техника,2023-2024,389,6,1,3,2
6813,09.04.02_22_522.plx,09.04.02 Информационные системы и технологии,2023-2024,386,1,1,3,2
6814,09.04.02_22_524.plx,09.04.02 Информационные системы и технологии,2023-2024,386,2,1,3,2
6815,09.04.02_22_526.plx,09.04.02 Информационные системы и технологии,2023-2024,386,2,1,3,2
6490,09.04.02_23_520.plx,09.04.02 Информационные системы и технологии,2023-2024,386,2,1,3,2
6836,09.04.02_23_522.plx,09.04.02 Информационные системы и технологии,2023-2024,386,1,1,3,2
6837,09.04.02_23_524.plx,09.04.02 Информационные системы и технологии,2023-2024,386,2,1,3,2
6838,09.04.02_23_526.plx,09.04.02 Информационные системы и технологии,2023-2024,386,2,1,3,2
6816,09.04.04_22_552.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6817,09.04.04_22_554.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6818,09.04.04_22_556с1.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6819,09.04.04_22_556с2.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6820,09.04.04_22_556с3.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6821,09.04.04_22_556с4.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6839,09.04.04_23_552.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6840,09.04.04_23_554.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6841,09.04.04_23_556с1.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6842,09.04.04_23_556с2.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6843,09.04.04_23_556с3.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6844,09.04.04_23_556с4.plx,09.04.04 Программная инженерия,2023-2024,399,14,1,3,2
6704,10.05.01-18-833.plx,10.05.01 Компьютерная безопасность,2023-2024,370,58,1,1,5
6701,10.05.01_19_833.plx,"10.05.01 ""Компьютерная  безопасность""",2023-2024,370,58,1,1,5
6702,10.05.01_20_833.plx,"10.05.01 ""Компьютерная  безопасность""",2023-2024,370,58,1,1,5
6703,10.05.01_21_833.plx,10.05.01  КОМПЬЮТЕРНАЯ БЕЗОПАСНОСТЬ,2023-2024,370,58,1,1,5
6798,10.05.01_22_833.plx,10.05.01  КОМПЬЮТЕРНАЯ БЕЗОПАСНОСТЬ,2023-2024,370,58,1,1,5
6787,10.05.01_23_833.plx,10.05.01  КОМПЬЮТЕРНАЯ БЕЗОПАСНОСТЬ,2023-2024,370,58,1,1,5
6558,11.03.01_19_919.plx,11.03.01 Радиотехника,2023-2024,1734,27,3,2,5
6513,11.03.01_20_311.plx,11.03.01 Радиотехника,2023-2024,266,20,1,2,4
6514,11.03.01_20_314.plx,11.03.01 Радиотехника,2023-2024,266,28,1,2,4
6515,11.03.01_20_315.plx,11.03.01 Радиотехника,2023-2024,266,27,1,2,4
6516,11.03.01_21_315.plx,11.03.01 Радиотехника,2023-2024,266,27,1,2,4
6525,11.03.01_22_311.plx,11.03.01 Радиотехника,2023-2024,266,20,1,2,4
6526,11.03.01_22_314.plx,11.03.01 Радиотехника,2023-2024,266,28,1,2,4
6527,11.03.01_22_315.plx,11.03.01 Радиотехника,2023-2024,266,27,1,2,4
6877,11.03.01_23_310.plx,11.03.01 Радиотехника,2023-2024,266,20,1,2,4
6533,11.03.01_23_311.plx,11.03.01 Радиотехника,2023-2024,266,20,1,2,4
6534,11.03.01_23_314.plx,11.03.01 Радиотехника,2023-2024,266,28,1,2,4
6489,11.03.01_23_316.plx,11.03.01 Радиотехника,2023-2024,266,27,1,2,4
6517,11.03.02_20_317.plx,11.03.02 Инфокоммуникационные технологии и системы связи,2023-2024,267,20,1,2,4
6518,11.03.02_20_318.plx,11.03.02 Инфокоммуникационные технологии и системы связи,2023-2024,267,22,1,2,4
6528,11.03.02_22_317.plx,11.03.02 Инфокоммуникационные технологии и системы связи,2023-2024,267,20,1,2,4
6529,11.03.02_22_318.plx,11.03.02 Инфокоммуникационные технологии и системы связи,2023-2024,267,22,1,2,4
6535,11.03.02_23_317.plx,11.03.02 Инфокоммуникационные технологии и системы связи,2023-2024,267,20,1,2,4
6536,11.03.02_23_318.plx,11.03.02 Инфокоммуникационные технологии и системы связи,2023-2024,267,22,1,2,4
6519,11.03.03_20_312.plx,11.03.03 Конструирование и технология электронных средств,2023-2024,268,16,1,2,4
6520,11.03.03_20_313.plx,11.03.03 Конструирование и технология электронных средств,2023-2024,268,22,1,2,4
6530,11.03.03_22_312.plx,11.03.03 Конструирование и технология электронных средств,2023-2024,268,16,1,2,4
6531,11.03.03_22_313.plx,11.03.03 Конструирование и технология электронных средств,2023-2024,268,22,1,2,4
6537,11.03.03_23_312.plx,11.03.03 Конструирование и технология электронных средств,2023-2024,268,16,1,2,4
6538,11.03.03_23_313.plx,11.03.03 Конструирование и технология электронных средств,2023-2024,268,22,1,2,4
7149,11.03.03_23_319.plx,11.03.03 Конструирование и технология электронных средств,2023-2024,268,16,1,2,4
6666,11.03.04_19_922.plx,11.03.04 Электроника и наноэлектроника,2023-2024,1736,35,3,2,5
6667,11.03.04_19_988.plx,11.03.04 Электроника и наноэлектроника,2023-2024,1739,35,2,2,5
6619,11.03.04_20_321.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,48,1,2,4
6620,11.03.04_20_322.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,36,1,2,4
6621,11.03.04_20_323.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,21,1,2,4
6622,11.03.04_20_324.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,11,1,2,4
6623,11.03.04_20_325.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,17,1,2,4
6624,11.03.04_20_328.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,32,1,2,4
6626,11.03.04_22_321.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,48,1,2,4
6627,11.03.04_22_322.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,36,1,2,4
6628,11.03.04_22_323.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,21,1,2,4
6629,11.03.04_22_324.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,11,1,2,4
6630,11.03.04_22_325.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,17,1,2,4
6631,11.03.04_22_328.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,32,1,2,4
6669,11.03.04_22_988.plx,11.03.04 Электроника и наноэлектроника,2023-2024,1739,35,2,2,4
6338,11.03.04_23_320.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,36,1,2,4
6633,11.03.04_23_321.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,48,1,2,4
6634,11.03.04_23_322.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,36,1,2,4
6635,11.03.04_23_323.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,21,1,2,4
6636,11.03.04_23_324.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,11,1,2,4
6637,11.03.04_23_325.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,17,1,2,4
6638,11.03.04_23_328.plx,11.03.04 Электроника и наноэлектроника,2023-2024,306,32,1,2,4
6668,11.03.04_23_988.plx,11.03.04 Электроника и наноэлектроника,2023-2024,1739,35,2,2,5
6540,11.04.01_22_501.plx,11.04.01 Радиотехника,2023-2024,281,20,1,3,2
6541,11.04.01_22_502.plx,11.04.01 Радиотехника,2023-2024,281,20,1,3,2
6542,11.04.01_22_503.plx,11.04.01 Радиотехника,2023-2024,281,28,1,3,2
6543,11.04.01_22_504.plx,11.04.01 Радиотехника,2023-2024,281,27,1,3,2
6549,11.04.01_23_501.plx,11.04.01 Радиотехника,2023-2024,281,20,1,3,2
6550,11.04.01_23_502.plx,11.04.01 Радиотехника,2023-2024,281,20,1,3,2
6551,11.04.01_23_503.plx,11.04.01 Радиотехника,2023-2024,281,28,1,3,2
6552,11.04.01_23_504.plx,11.04.01 Радиотехника,2023-2024,281,27,1,3,2
6544,11.04.02_22_581.plx,11.04.02 Инфокоммуникационные технологии и системы связи,2023-2024,282,20,1,3,2
6545,11.04.02_22_582.plx,11.04.02 Инфокоммуникационные технологии и системы связи,2023-2024,282,20,1,3,2
6546,11.04.02_22_584.plx,11.04.02 Инфокоммуникационные технологии и системы связи,2023-2024,282,22,1,3,2
6553,11.04.02_23_581.plx,11.04.02 Инфокоммуникационные технологии и системы связи,2023-2024,282,20,1,3,2
6554,11.04.02_23_582.plx,11.04.02 Инфокоммуникационные технологии и системы связи,2023-2024,282,20,1,3,2
6555,11.04.02_23_584.plx,11.04.02 Инфокоммуникационные технологии и системы связи,2023-2024,282,22,1,3,2
6547,11.04.03_22_593.plx,11.04.03 Конструирование и технология электронных средств,2023-2024,283,16,1,3,2
6548,11.04.03_22_596.plx,11.04.03 Конструирование и технология электронных средств,2023-2024,283,22,1,3,2
6556,11.04.03_23_593.plx,11.04.03 Конструирование и технология электронных средств,2023-2024,283,16,1,3,2
6557,11.04.03_23_596.plx,11.04.03 Конструирование и технология электронных средств,2023-2024,283,22,1,3,2
6640,11.04.04_22_711.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,21,1,3,2
6641,11.04.04_22_712.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,36,1,3,2
6642,11.04.04_22_715.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,35,1,3,2
6643,11.04.04_22_717.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,32,1,3,2
6644,11.04.04_22_718.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,32,1,3,2
6645,11.04.04_22_722.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,17,1,3,2
6646,11.04.04_22_723.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,17,1,3,2
6647,11.04.04_22_731.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,48,1,3,2
6648,11.04.04_22_735.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,11,1,3,2
6649,11.04.04_22_736.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,11,1,3,2
6650,11.04.04_22_739.plx,"11.04.04 Электроника и наноэлектроника
(Electronics and Nanoelectronics)",2023-2024,321,11,1,3,2
6653,11.04.04_23_711.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,21,1,3,2
6654,11.04.04_23_712.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,36,1,3,2
6655,11.04.04_23_715.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,35,1,3,2
6656,11.04.04_23_717.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,32,1,3,2
6657,11.04.04_23_718.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,32,1,3,2
6658,11.04.04_23_722.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,17,1,3,2
6659,11.04.04_23_723.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,17,1,3,2
6000,11.04.04_23_727.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,32,1,3,2
6003,11.04.04_23_728.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,32,1,3,2
6491,11.04.04_23_729.plx,"11.04.04 Электроника и наноэлектроника
(Electronics and Nanoelectronics)",2023-2024,321,32,1,3,2
6660,11.04.04_23_731.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,48,1,3,2
6790,11.04.04_23_734.plx,"11.04.04 Электроника и наноэлектроника
(Electronics and Nanoelectronics)",2023-2024,321,32,1,3,2
6661,11.04.04_23_735.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,11,1,3,2
6662,11.04.04_23_736.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,11,1,3,2
7208,11.04.04_23_736р.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,11,1,3,2
6001,11.04.04_23_737.plx,11.04.04 Электроника и наноэлектроника,2023-2024,321,11,1,3,2
6791,11.04.04_23_738.plx,"11.04.04 Электроника и наноэлектроника
(Electronics and Nanoelectronics)",2023-2024,321,32,1,3,2
6663,11.04.04_23_739.plx,"11.04.04 Электроника и наноэлектроника
(Electronics and Nanoelectronics)",2023-2024,321,11,1,3,2
7207,11.05.01-16-818.plx,"11.05.01 Радиоэлектронные системы и комплексы""",2023-2024,269,28,1,1,5
7211,11.05.01-17-813.plx,11.05.01 Радиоэлектронные системы и комплексы,2023-2024,269,20,1,1,5
6881,11.05.01_18_813.plx,11.05.01 Радиоэлектронные системы и комплексы,2023-2024,269,20,1,1,5
6521,11.05.01_19_812.plx,11.05.01  Радиоэлектронные системы и комплексы,2023-2024,269,28,1,1,5
6522,11.05.01_20_819.plx,11.05.01  Радиоэлектронные системы и комплексы,2023-2024,269,22,1,1,5
6523,11.05.01_21_813.plx,11.05.01  Радиоэлектронные системы и комплексы,2023-2024,269,20,1,1,5
